"schema_name","domain","table_name","owner_service","tenant_scoped","partition_strategy","pii_class"
"platform","payroll","payroll_run_items","payroll-service","yes","none","restricted"
"platform","payroll","payroll_run_tasks","payroll-service","yes","none","restricted"
"platform","payroll","payroll_runs","payroll-service","yes","none","restricted"
"platform","payroll","payslip_distribution_logs","payroll-service","yes","monthly_time","low"
"platform","payroll","payslips","payroll-service","yes","none","low"
"platform","payroll","reimbursement_approvals","payroll-service","yes","none","low"
"platform","payroll","reimbursement_claim_items","payroll-service","yes","none","low"
"platform","payroll","reimbursement_claims","payroll-service","yes","none","low"
"platform","payroll","reimbursement_policies","payroll-service","yes","none","low"
"platform","payroll","salary_structure_components","payroll-service","yes","none","restricted"
"platform","payroll","salary_structures","payroll-service","yes","none","restricted"
"platform","payroll","statutory_esi_records","payroll-service","yes","none","low"
"platform","payroll","statutory_lwf_records","payroll-service","yes","none","low"
"platform","payroll","statutory_pf_records","payroll-service","yes","none","low"
"platform","payroll","statutory_profiles","payroll-service","yes","none","low"
"platform","payroll","statutory_pt_records","payroll-service","yes","none","low"
"platform","payroll","statutory_tds_records","payroll-service","yes","none","low"
"platform","payroll","tax_calculations","payroll-service","yes","none","restricted"
"platform","payroll","tax_declaration_items","payroll-service","yes","none","restricted"
"platform","payroll","tax_declarations","payroll-service","yes","none","restricted"
"platform","payroll","tax_regimes","payroll-service","yes","none","restricted"
"platform","payroll","tax_slabs","payroll-service","yes","none","restricted"
"platform","performance_lms","career_paths","employee-service","yes","none","low"
"platform","performance_lms","learning_assessments","employee-service","yes","none","low"
"platform","performance_lms","learning_certificates","employee-service","yes","none","low"
"platform","performance_lms","learning_courses","employee-service","yes","none","low"
"platform","performance_lms","learning_enrollments","employee-service","yes","none","low"
"platform","performance_lms","learning_paths","employee-service","yes","none","low"
"platform","performance_lms","learning_progress","employee-service","yes","none","low"
"platform","performance_lms","okr_key_results","employee-service","yes","none","low"
"platform","performance_lms","okrs","employee-service","yes","none","low"
"platform","performance_lms","performance_360_responses","employee-service","yes","none","low"
"platform","performance_lms","performance_360_reviewers","employee-service","yes","none","low"
"platform","performance_lms","performance_calibrations","employee-service","yes","none","low"
"platform","performance_lms","performance_cycles","employee-service","yes","none","low"
"platform","performance_lms","performance_feedback","employee-service","yes","none","low"
"platform","performance_lms","performance_goal_updates","employee-service","yes","none","low"
"platform","performance_lms","performance_goals","employee-service","yes","none","low"
"platform","performance_lms","performance_pips","employee-service","yes","none","low"
"platform","performance_lms","performance_ratings","employee-service","yes","none","low"
"platform","performance_lms","performance_review_sections","employee-service","yes","none","low"
"platform","performance_lms","performance_reviews","employee-service","yes","none","low"
"platform","performance_lms","performance_templates","employee-service","yes","none","low"
"platform","performance_lms","succession_candidates","employee-service","yes","none","high"
"platform","performance_lms","succession_pools","employee-service","yes","none","low"
"platform","performance_lms","talent_matrix_snapshots","employee-service","yes","monthly_time","low"
"platform","platform_ops_security","api_access_logs","platform-ops-service","yes","monthly_time","low"
"platform","platform_ops_security","audit_log_archives","platform-ops-service","yes","none","low"
"platform","platform_ops_security","audit_logs","platform-ops-service","yes","monthly_time","low"
"platform","platform_ops_security","backup_artifacts","platform-ops-service","yes","none","low"
"platform","platform_ops_security","backup_jobs","platform-ops-service","yes","none","low"
"platform","platform_ops_security","config_change_logs","platform-ops-service","yes","monthly_time","low"
"platform","platform_ops_security","config_items","platform-ops-service","yes","none","low"
"platform","platform_ops_security","data_purge_logs","platform-ops-service","yes","monthly_time","low"
"platform","platform_ops_security","data_retention_jobs","platform-ops-service","yes","none","low"
"platform","platform_ops_security","data_retention_policies","platform-ops-service","yes","none","low"
"platform","platform_ops_security","deployment_releases","platform-ops-service","yes","none","low"
"platform","platform_ops_security","deployment_rollbacks","platform-ops-service","yes","none","low"
"platform","platform_ops_security","error_budget_burns","platform-ops-service","yes","none","low"
"platform","platform_ops_security","error_budget_policies","platform-ops-service","yes","none","low"
"platform","platform_ops_security","feature_flag_rules","platform-ops-service","yes","none","medium"
"platform","platform_ops_security","feature_flags","platform-ops-service","yes","none","medium"
"platform","platform_ops_security","fraud_alerts","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","fraud_case_actions","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","fraud_cases","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","fraud_models","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","incident_timelines","platform-ops-service","yes","none","low"
"platform","platform_ops_security","restore_jobs","platform-ops-service","yes","none","low"
"platform","platform_ops_security","runbook_definitions","platform-ops-service","yes","none","low"
"platform","platform_ops_security","security_alerts","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","security_incidents","platform-ops-service","yes","none","restricted"
"platform","platform_ops_security","service_dependency_maps","platform-ops-service","yes","none","low"
"platform","platform_ops_security","service_health_checks","platform-ops-service","yes","none","low"
"platform","platform_ops_security","slo_definitions","platform-ops-service","yes","none","low"
"platform","platform_ops_security","slo_measurements","platform-ops-service","yes","none","low"
"platform","platform_ops_security","threat_detections","platform-ops-service","yes","none","low"
"platform","recruiter_marketplace","commission_calculations","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","commission_disputes","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","commission_invoices","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","commission_payout_items","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","commission_payouts","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","commission_rules","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","marketplace_alerts","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","marketplace_campaigns","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","marketplace_listing_features","recruiter-service","yes","none","medium"
"platform","recruiter_marketplace","marketplace_listing_views","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","marketplace_listings","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","marketplace_saved_searches","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","placement_commissions","recruiter-service","yes","none","low"
"platform","recruiter_marketplace","recruiter_agreements","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_assignments","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_badges","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_candidate_submissions","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_earnings_snapshots","recruiter-service","yes","monthly_time","high"
"platform","recruiter_marketplace","recruiter_interview_coordination","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_kyc_documents","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_leaderboards","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_locations","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_notifications","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_placements","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_profiles","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_rankings","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_ratings","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_referrals","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_shortlists","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_specializations","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_submission_notes","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_verifications","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_wallet_transactions","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiter_wallets","recruiter-service","yes","none","high"
"platform","recruiter_marketplace","recruiters","recruiter-service","yes","none","high"
"platform","recruitment_ats","application_notes","recruitment-service","yes","none","low"
"platform","recruitment_ats","application_risk_flags","recruitment-service","yes","none","low"
"platform","recruitment_ats","application_screening_scores","recruitment-service","yes","none","low"
"platform","recruitment_ats","application_stage_history","recruitment-service","yes","monthly_time","low"
"platform","recruitment_ats","application_tasks","recruitment-service","yes","none","low"
"platform","recruitment_ats","applications","recruitment-service","yes","none","low"
"platform","recruitment_ats","assessment_attempts","recruitment-service","yes","none","low"
"platform","recruitment_ats","assessment_scores","recruitment-service","yes","none","low"
"platform","recruitment_ats","assessments","recruitment-service","yes","none","low"
"platform","recruitment_ats","candidate_certifications","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_consents","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_documents","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_educations","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_experiences","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_portfolios","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_preferences","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_profiles","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_resume_parses","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_resumes","recruitment-service","yes","none","high"
"platform","recruitment_ats","candidate_source_events","recruitment-service","yes","monthly_time","high"
"platform","recruitment_ats","candidate_tags","recruitment-service","yes","none","high"
"platform","recruitment_ats","hire_events","recruitment-service","yes","monthly_time","low"
"platform","recruitment_ats","interview_ai_summaries","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_feedback","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_panel_members","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_plans","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_recordings","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_scorecards","recruitment-service","yes","none","low"
"platform","recruitment_ats","interview_transcripts","recruitment-service","yes","none","low"
"platform","recruitment_ats","interviews","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_post_benefits","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_post_channels","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_post_questions","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_post_skills","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_posts","recruitment-service","yes","none","low"
"platform","recruitment_ats","job_requisitions","recruitment-service","yes","none","low"
"platform","recruitment_ats","offer_acceptance_events","recruitment-service","yes","monthly_time","low"
"platform","recruitment_ats","offer_approvals","recruitment-service","yes","none","low"
"platform","recruitment_ats","offer_documents","recruitment-service","yes","none","low"
"platform","recruitment_ats","offer_revisions","recruitment-service","yes","none","low"
"platform","recruitment_ats","offers","recruitment-service","yes","none","low"
"platform","recruitment_ats","onboarding_batches","recruitment-service","yes","none","low"
"platform","recruitment_ats","onboarding_checklists","recruitment-service","yes","none","low"
"platform","recruitment_ats","onboarding_documents","recruitment-service","yes","none","low"
"platform","recruitment_ats","onboarding_progress","recruitment-service","yes","none","low"
"platform","recruitment_ats","onboarding_tasks","recruitment-service","yes","none","low"
"platform","recruitment_ats","requisition_approvals","recruitment-service","yes","none","low"
"platform","recruitment_ats","requisition_budgets","recruitment-service","yes","none","low"
"platform","recruitment_ats","requisition_hiring_panels","recruitment-service","yes","none","low"
"platform","tenant_whitelabel","partner_contacts","company-service","yes","none","high"
"platform","tenant_whitelabel","partner_invoices","company-service","yes","none","high"
"platform","tenant_whitelabel","partner_payouts","company-service","yes","none","low"
"platform","tenant_whitelabel","partner_pricing_rules","company-service","yes","none","low"
"platform","tenant_whitelabel","partner_revenue_shares","company-service","yes","none","low"
"platform","tenant_whitelabel","partner_tenants","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_brand_assets","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_brand_themes","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_data_policies","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_domains","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_feature_flags","company-service","yes","none","medium"
"platform","tenant_whitelabel","tenant_kms_keys","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_locales","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_localization_bundles","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_oidc_mappings","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_onboarding_checklists","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_regions","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_saml_mappings","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_settings","company-service","yes","none","low"
"platform","tenant_whitelabel","tenant_sso_configs","company-service","yes","none","low"
"platform","tenant_whitelabel","tenants","company-service","yes","none","low"
"platform","tenant_whitelabel","white_label_partners","company-service","yes","none","low"
"platform","workflow_notification_integration","approval_actions","notification-service","yes","none","low"
"platform","workflow_notification_integration","approval_instances","notification-service","yes","none","low"
"platform","workflow_notification_integration","approval_policies","notification-service","yes","none","low"
"platform","workflow_notification_integration","approval_policy_rules","notification-service","yes","none","low"
"platform","workflow_notification_integration","approval_steps","notification-service","yes","none","low"
"platform","workflow_notification_integration","integration_connectors","notification-service","yes","none","low"
"platform","workflow_notification_integration","integration_credentials","notification-service","yes","none","restricted"
"platform","workflow_notification_integration","integration_sync_errors","notification-service","yes","none","low"
"platform","workflow_notification_integration","integration_sync_jobs","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_channels","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_delivery_attempts","notification-service","yes","monthly_time","low"
"platform","workflow_notification_integration","notification_delivery_receipts","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_events","notification-service","yes","monthly_time","low"
"platform","workflow_notification_integration","notification_failures","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_preferences","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_template_versions","notification-service","yes","none","low"
"platform","workflow_notification_integration","notification_templates","notification-service","yes","none","low"
"platform","workflow_notification_integration","notifications","notification-service","yes","none","low"
"platform","workflow_notification_integration","webhook_deliveries","notification-service","yes","none","low"
"platform","workflow_notification_integration","webhook_delivery_attempts","notification-service","yes","monthly_time","low"
"platform","workflow_notification_integration","webhook_endpoints","notification-service","yes","none","low"
"platform","workflow_notification_integration","webhook_subscriptions","notification-service","yes","none","low"
"platform","workflow_notification_integration","workflow_definitions","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_escalations","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_instances","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_slas","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_task_actions","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_task_assignments","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_tasks","notification-service","yes","none","medium"
"platform","workflow_notification_integration","workflow_versions","notification-service","yes","none","medium"
